img_path,class
./csvs/mnist/img62.jpg,4
./csvs/mnist/img63.jpg,6
./csvs/mnist/img64.jpg,0
./csvs/mnist/img65.jpg,4
./csvs/mnist/img66.jpg,5
./csvs/mnist/img67.jpg,6
./csvs/mnist/img68.jpg,1
./csvs/mnist/img69.jpg,0
./csvs/mnist/img70.jpg,0
./csvs/mnist/img71.jpg,1
./csvs/mnist/img72.jpg,7
./csvs/mnist/img73.jpg,1
./csvs/mnist/img74.jpg,6
./csvs/mnist/img75.jpg,3
./csvs/mnist/img76.jpg,0
./csvs/mnist/img77.jpg,2
./csvs/mnist/img78.jpg,1
./csvs/mnist/img79.jpg,1
./csvs/mnist/img80.jpg,7
./csvs/mnist/img81.jpg,9
./csvs/mnist/img82.jpg,0
./csvs/mnist/img83.jpg,2
./csvs/mnist/img84.jpg,6
./csvs/mnist/img85.jpg,7
./csvs/mnist/img86.jpg,8
./csvs/mnist/img87.jpg,3
./csvs/mnist/img88.jpg,9
./csvs/mnist/img89.jpg,0
./csvs/mnist/img90.jpg,4
./csvs/mnist/img91.jpg,6
./csvs/mnist/img92.jpg,7
./csvs/mnist/img93.jpg,4
./csvs/mnist/img94.jpg,6
./csvs/mnist/img95.jpg,8
./csvs/mnist/img96.jpg,0
./csvs/mnist/img97.jpg,7
./csvs/mnist/img98.jpg,8
./csvs/mnist/img99.jpg,3
./csvs/mnist/img100.jpg,1
./csvs/mnist/img101.jpg,5
./csvs/mnist/img102.jpg,7
./csvs/mnist/img103.jpg,1
./csvs/mnist/img104.jpg,7
./csvs/mnist/img105.jpg,1
./csvs/mnist/img106.jpg,1
./csvs/mnist/img107.jpg,6
./csvs/mnist/img108.jpg,3
./csvs/mnist/img109.jpg,0
./csvs/mnist/img110.jpg,2
./csvs/mnist/img111.jpg,9
./csvs/mnist/img112.jpg,3
./csvs/mnist/img113.jpg,1
./csvs/mnist/img114.jpg,1
./csvs/mnist/img115.jpg,0
./csvs/mnist/img116.jpg,4
./csvs/mnist/img117.jpg,9
./csvs/mnist/img118.jpg,2
./csvs/mnist/img119.jpg,0
./csvs/mnist/img120.jpg,0
./csvs/mnist/img121.jpg,2
./csvs/mnist/img122.jpg,0
./csvs/mnist/img123.jpg,2
./csvs/mnist/img124.jpg,7
./csvs/mnist/img125.jpg,1
./csvs/mnist/img126.jpg,8
./csvs/mnist/img127.jpg,6
./csvs/mnist/img128.jpg,4
./csvs/mnist/img129.jpg,1
./csvs/mnist/img130.jpg,6
./csvs/mnist/img131.jpg,3
./csvs/mnist/img132.jpg,4
./csvs/mnist/img133.jpg,5
./csvs/mnist/img134.jpg,9
./csvs/mnist/img135.jpg,1
./csvs/mnist/img136.jpg,3
./csvs/mnist/img137.jpg,3
./csvs/mnist/img138.jpg,8
./csvs/mnist/img139.jpg,5
./csvs/mnist/img140.jpg,4
./csvs/mnist/img141.jpg,7
./csvs/mnist/img142.jpg,7
./csvs/mnist/img143.jpg,4
./csvs/mnist/img144.jpg,2
./csvs/mnist/img145.jpg,8
./csvs/mnist/img146.jpg,5
./csvs/mnist/img147.jpg,8
./csvs/mnist/img148.jpg,6
./csvs/mnist/img149.jpg,7
./csvs/mnist/img150.jpg,3
./csvs/mnist/img151.jpg,4
./csvs/mnist/img152.jpg,6
./csvs/mnist/img153.jpg,1
./csvs/mnist/img154.jpg,9
./csvs/mnist/img155.jpg,9
./csvs/mnist/img156.jpg,6
./csvs/mnist/img157.jpg,0
./csvs/mnist/img158.jpg,3
./csvs/mnist/img159.jpg,7
./csvs/mnist/img160.jpg,2
./csvs/mnist/img161.jpg,8
./csvs/mnist/img162.jpg,2
./csvs/mnist/img163.jpg,9
./csvs/mnist/img164.jpg,4
./csvs/mnist/img165.jpg,4
./csvs/mnist/img166.jpg,6
./csvs/mnist/img167.jpg,4
./csvs/mnist/img168.jpg,9
./csvs/mnist/img169.jpg,7
./csvs/mnist/img170.jpg,0
./csvs/mnist/img171.jpg,9
./csvs/mnist/img172.jpg,2
./csvs/mnist/img173.jpg,9
./csvs/mnist/img174.jpg,5
./csvs/mnist/img175.jpg,1
./csvs/mnist/img176.jpg,5
./csvs/mnist/img177.jpg,9
./csvs/mnist/img178.jpg,1
./csvs/mnist/img179.jpg,2
./csvs/mnist/img180.jpg,3
./csvs/mnist/img181.jpg,2
./csvs/mnist/img182.jpg,3
./csvs/mnist/img183.jpg,5
./csvs/mnist/img184.jpg,9
./csvs/mnist/img185.jpg,1
./csvs/mnist/img186.jpg,7
./csvs/mnist/img187.jpg,6
./csvs/mnist/img188.jpg,2
./csvs/mnist/img189.jpg,8
./csvs/mnist/img190.jpg,2
./csvs/mnist/img191.jpg,2
./csvs/mnist/img192.jpg,5
./csvs/mnist/img193.jpg,0
./csvs/mnist/img194.jpg,7
./csvs/mnist/img195.jpg,4
./csvs/mnist/img196.jpg,9
./csvs/mnist/img197.jpg,7
./csvs/mnist/img198.jpg,8
./csvs/mnist/img199.jpg,3
./csvs/mnist/img200.jpg,2
./csvs/mnist/img201.jpg,1
./csvs/mnist/img202.jpg,1
./csvs/mnist/img203.jpg,8
./csvs/mnist/img204.jpg,3
./csvs/mnist/img205.jpg,6
./csvs/mnist/img206.jpg,1
./csvs/mnist/img207.jpg,0
./csvs/mnist/img208.jpg,3
./csvs/mnist/img209.jpg,1
./csvs/mnist/img210.jpg,0
./csvs/mnist/img211.jpg,0
./csvs/mnist/img212.jpg,1
./csvs/mnist/img213.jpg,7
./csvs/mnist/img214.jpg,2
./csvs/mnist/img215.jpg,7
./csvs/mnist/img216.jpg,3
./csvs/mnist/img217.jpg,0
./csvs/mnist/img218.jpg,4
./csvs/mnist/img219.jpg,6
./csvs/mnist/img220.jpg,5
./csvs/mnist/img221.jpg,2
./csvs/mnist/img222.jpg,6
./csvs/mnist/img223.jpg,4
./csvs/mnist/img224.jpg,7
./csvs/mnist/img225.jpg,1
./csvs/mnist/img226.jpg,8
./csvs/mnist/img227.jpg,9
./csvs/mnist/img228.jpg,9
./csvs/mnist/img229.jpg,3
./csvs/mnist/img230.jpg,0
./csvs/mnist/img231.jpg,7
./csvs/mnist/img232.jpg,1
./csvs/mnist/img233.jpg,0
./csvs/mnist/img234.jpg,2
./csvs/mnist/img235.jpg,0
./csvs/mnist/img236.jpg,3
./csvs/mnist/img237.jpg,5
./csvs/mnist/img238.jpg,4
./csvs/mnist/img239.jpg,6
./csvs/mnist/img240.jpg,5
./csvs/mnist/img241.jpg,8
./csvs/mnist/img242.jpg,6
./csvs/mnist/img243.jpg,3
./csvs/mnist/img244.jpg,7
./csvs/mnist/img245.jpg,5
./csvs/mnist/img246.jpg,8
./csvs/mnist/img247.jpg,0
./csvs/mnist/img248.jpg,9
./csvs/mnist/img249.jpg,1
./csvs/mnist/img250.jpg,0
./csvs/mnist/img251.jpg,3
./csvs/mnist/img252.jpg,1
./csvs/mnist/img253.jpg,2
./csvs/mnist/img254.jpg,2
./csvs/mnist/img255.jpg,3
./csvs/mnist/img256.jpg,3
./csvs/mnist/img257.jpg,6
./csvs/mnist/img258.jpg,4
./csvs/mnist/img259.jpg,7
./csvs/mnist/img260.jpg,5
./csvs/mnist/img261.jpg,0
./csvs/mnist/img262.jpg,6
./csvs/mnist/img263.jpg,2
./csvs/mnist/img264.jpg,7
./csvs/mnist/img265.jpg,9
./csvs/mnist/img266.jpg,8
./csvs/mnist/img267.jpg,5
./csvs/mnist/img268.jpg,9
./csvs/mnist/img269.jpg,2
./csvs/mnist/img270.jpg,1
./csvs/mnist/img271.jpg,1
./csvs/mnist/img272.jpg,4
./csvs/mnist/img273.jpg,4
./csvs/mnist/img274.jpg,5
./csvs/mnist/img275.jpg,6
./csvs/mnist/img276.jpg,4
./csvs/mnist/img277.jpg,1
./csvs/mnist/img278.jpg,2
./csvs/mnist/img279.jpg,5
./csvs/mnist/img280.jpg,3
./csvs/mnist/img281.jpg,9
./csvs/mnist/img282.jpg,3
./csvs/mnist/img283.jpg,9
./csvs/mnist/img284.jpg,0
./csvs/mnist/img285.jpg,5
./csvs/mnist/img286.jpg,9
./csvs/mnist/img287.jpg,6
./csvs/mnist/img288.jpg,5
./csvs/mnist/img289.jpg,7
./csvs/mnist/img290.jpg,4
./csvs/mnist/img291.jpg,1
./csvs/mnist/img292.jpg,3
./csvs/mnist/img293.jpg,4
./csvs/mnist/img294.jpg,0
./csvs/mnist/img295.jpg,4
./csvs/mnist/img296.jpg,8
./csvs/mnist/img297.jpg,0
./csvs/mnist/img298.jpg,4
./csvs/mnist/img299.jpg,3
./csvs/mnist/img300.jpg,6
./csvs/mnist/img301.jpg,8
./csvs/mnist/img302.jpg,7
./csvs/mnist/img303.jpg,6
./csvs/mnist/img304.jpg,0
./csvs/mnist/img305.jpg,9
./csvs/mnist/img306.jpg,7
./csvs/mnist/img307.jpg,5
./csvs/mnist/img308.jpg,7
./csvs/mnist/img309.jpg,2
./csvs/mnist/img310.jpg,1
./csvs/mnist/img311.jpg,1
./csvs/mnist/img312.jpg,6
./csvs/mnist/img313.jpg,8
./csvs/mnist/img314.jpg,9
./csvs/mnist/img315.jpg,4
./csvs/mnist/img316.jpg,1
./csvs/mnist/img317.jpg,5
./csvs/mnist/img318.jpg,2
./csvs/mnist/img319.jpg,2
./csvs/mnist/img320.jpg,9
./csvs/mnist/img321.jpg,0
./csvs/mnist/img322.jpg,3
./csvs/mnist/img323.jpg,9
./csvs/mnist/img324.jpg,6
./csvs/mnist/img325.jpg,7
./csvs/mnist/img326.jpg,2
./csvs/mnist/img327.jpg,0
./csvs/mnist/img328.jpg,3
./csvs/mnist/img329.jpg,5
./csvs/mnist/img330.jpg,4
./csvs/mnist/img331.jpg,3
./csvs/mnist/img332.jpg,6
./csvs/mnist/img333.jpg,5
./csvs/mnist/img334.jpg,8
./csvs/mnist/img335.jpg,9
./csvs/mnist/img336.jpg,5
./csvs/mnist/img337.jpg,4
./csvs/mnist/img338.jpg,7
./csvs/mnist/img339.jpg,4
./csvs/mnist/img340.jpg,2
./csvs/mnist/img341.jpg,7
./csvs/mnist/img342.jpg,3
./csvs/mnist/img343.jpg,4
./csvs/mnist/img344.jpg,8
./csvs/mnist/img345.jpg,9
./csvs/mnist/img346.jpg,1
./csvs/mnist/img347.jpg,9
./csvs/mnist/img348.jpg,2
./csvs/mnist/img349.jpg,8
./csvs/mnist/img350.jpg,7
./csvs/mnist/img351.jpg,9
./csvs/mnist/img352.jpg,1
./csvs/mnist/img353.jpg,8
./csvs/mnist/img354.jpg,7
./csvs/mnist/img355.jpg,4
./csvs/mnist/img356.jpg,1
./csvs/mnist/img357.jpg,3
./csvs/mnist/img358.jpg,1
./csvs/mnist/img359.jpg,1
./csvs/mnist/img360.jpg,0
./csvs/mnist/img361.jpg,2
./csvs/mnist/img362.jpg,3
./csvs/mnist/img363.jpg,9
./csvs/mnist/img364.jpg,4
./csvs/mnist/img365.jpg,9
./csvs/mnist/img366.jpg,2
./csvs/mnist/img367.jpg,1
./csvs/mnist/img368.jpg,6
./csvs/mnist/img369.jpg,8
./csvs/mnist/img370.jpg,4
./csvs/mnist/img371.jpg,7
./csvs/mnist/img372.jpg,7
./csvs/mnist/img373.jpg,4
./csvs/mnist/img374.jpg,4
./csvs/mnist/img375.jpg,9
./csvs/mnist/img376.jpg,2
./csvs/mnist/img377.jpg,5
./csvs/mnist/img378.jpg,7
./csvs/mnist/img379.jpg,2
./csvs/mnist/img380.jpg,4
./csvs/mnist/img381.jpg,4
./csvs/mnist/img382.jpg,2
./csvs/mnist/img383.jpg,1
./csvs/mnist/img384.jpg,9
./csvs/mnist/img385.jpg,7
./csvs/mnist/img386.jpg,2
./csvs/mnist/img387.jpg,8
./csvs/mnist/img388.jpg,7
./csvs/mnist/img389.jpg,6
./csvs/mnist/img390.jpg,9
./csvs/mnist/img391.jpg,2
./csvs/mnist/img392.jpg,2
./csvs/mnist/img393.jpg,3
./csvs/mnist/img394.jpg,8
./csvs/mnist/img395.jpg,1
./csvs/mnist/img396.jpg,6
./csvs/mnist/img397.jpg,5
./csvs/mnist/img398.jpg,1
./csvs/mnist/img399.jpg,1
./csvs/mnist/img400.jpg,0
./csvs/mnist/img401.jpg,2
./csvs/mnist/img402.jpg,6
./csvs/mnist/img403.jpg,4
./csvs/mnist/img404.jpg,5
./csvs/mnist/img405.jpg,8
./csvs/mnist/img406.jpg,3
./csvs/mnist/img407.jpg,1
./csvs/mnist/img408.jpg,5
./csvs/mnist/img409.jpg,1
./csvs/mnist/img410.jpg,9
./csvs/mnist/img411.jpg,2
./csvs/mnist/img412.jpg,7
./csvs/mnist/img413.jpg,4
./csvs/mnist/img414.jpg,4
./csvs/mnist/img415.jpg,4
./csvs/mnist/img416.jpg,8
./csvs/mnist/img417.jpg,1
./csvs/mnist/img418.jpg,5
./csvs/mnist/img419.jpg,8
./csvs/mnist/img420.jpg,9
./csvs/mnist/img421.jpg,5
./csvs/mnist/img422.jpg,6
./csvs/mnist/img423.jpg,7
./csvs/mnist/img424.jpg,9
./csvs/mnist/img425.jpg,9
./csvs/mnist/img426.jpg,3
./csvs/mnist/img427.jpg,7
./csvs/mnist/img428.jpg,0
./csvs/mnist/img429.jpg,9
./csvs/mnist/img430.jpg,0
./csvs/mnist/img431.jpg,6
./csvs/mnist/img432.jpg,6
./csvs/mnist/img433.jpg,2
./csvs/mnist/img434.jpg,3
./csvs/mnist/img435.jpg,9
./csvs/mnist/img436.jpg,0
./csvs/mnist/img437.jpg,7
./csvs/mnist/img438.jpg,5
./csvs/mnist/img439.jpg,4
./csvs/mnist/img440.jpg,8
./csvs/mnist/img441.jpg,0
./csvs/mnist/img442.jpg,9
./csvs/mnist/img443.jpg,4
./csvs/mnist/img444.jpg,1
./csvs/mnist/img445.jpg,2
./csvs/mnist/img446.jpg,8
./csvs/mnist/img447.jpg,7
./csvs/mnist/img448.jpg,1
./csvs/mnist/img449.jpg,2
./csvs/mnist/img450.jpg,6
./csvs/mnist/img451.jpg,1
./csvs/mnist/img452.jpg,0
./csvs/mnist/img453.jpg,3
./csvs/mnist/img454.jpg,0
./csvs/mnist/img455.jpg,1
./csvs/mnist/img456.jpg,1
./csvs/mnist/img457.jpg,8
./csvs/mnist/img458.jpg,2
./csvs/mnist/img459.jpg,0
./csvs/mnist/img460.jpg,3
./csvs/mnist/img461.jpg,9
./csvs/mnist/img462.jpg,4
./csvs/mnist/img463.jpg,0
./csvs/mnist/img464.jpg,5
./csvs/mnist/img465.jpg,0
./csvs/mnist/img466.jpg,6
./csvs/mnist/img467.jpg,1
./csvs/mnist/img468.jpg,7
./csvs/mnist/img469.jpg,7
./csvs/mnist/img470.jpg,8
./csvs/mnist/img471.jpg,1
./csvs/mnist/img472.jpg,9
./csvs/mnist/img473.jpg,2
./csvs/mnist/img474.jpg,0
./csvs/mnist/img475.jpg,5
./csvs/mnist/img476.jpg,1
./csvs/mnist/img477.jpg,2
./csvs/mnist/img478.jpg,2
./csvs/mnist/img479.jpg,7
./csvs/mnist/img480.jpg,3
./csvs/mnist/img481.jpg,5
./csvs/mnist/img482.jpg,4
./csvs/mnist/img483.jpg,9
./csvs/mnist/img484.jpg,7
./csvs/mnist/img485.jpg,1
./csvs/mnist/img486.jpg,8
./csvs/mnist/img487.jpg,3
./csvs/mnist/img488.jpg,9
./csvs/mnist/img489.jpg,6
./csvs/mnist/img490.jpg,0
./csvs/mnist/img491.jpg,3
./csvs/mnist/img492.jpg,1
./csvs/mnist/img493.jpg,1
./csvs/mnist/img494.jpg,2
./csvs/mnist/img495.jpg,6
./csvs/mnist/img496.jpg,3
./csvs/mnist/img497.jpg,5
./csvs/mnist/img498.jpg,7
./csvs/mnist/img499.jpg,6
./csvs/mnist/img500.jpg,8
./csvs/mnist/img501.jpg,3
./csvs/mnist/img502.jpg,9
./csvs/mnist/img503.jpg,5
./csvs/mnist/img504.jpg,8
./csvs/mnist/img505.jpg,5
./csvs/mnist/img506.jpg,7
./csvs/mnist/img507.jpg,6
./csvs/mnist/img508.jpg,1
./csvs/mnist/img509.jpg,1
./csvs/mnist/img510.jpg,3
./csvs/mnist/img511.jpg,1
./csvs/mnist/img512.jpg,7
./csvs/mnist/img513.jpg,5
./csvs/mnist/img514.jpg,5
./csvs/mnist/img515.jpg,5
./csvs/mnist/img516.jpg,2
./csvs/mnist/img517.jpg,5
./csvs/mnist/img518.jpg,8
./csvs/mnist/img519.jpg,7
./csvs/mnist/img520.jpg,0
./csvs/mnist/img521.jpg,9
./csvs/mnist/img522.jpg,7
./csvs/mnist/img523.jpg,7
./csvs/mnist/img524.jpg,5
./csvs/mnist/img525.jpg,0
./csvs/mnist/img526.jpg,9
./csvs/mnist/img527.jpg,0
./csvs/mnist/img528.jpg,0
./csvs/mnist/img529.jpg,8
./csvs/mnist/img530.jpg,9
./csvs/mnist/img531.jpg,2
./csvs/mnist/img532.jpg,4
./csvs/mnist/img533.jpg,8
./csvs/mnist/img534.jpg,1
./csvs/mnist/img535.jpg,6
./csvs/mnist/img536.jpg,1
./csvs/mnist/img537.jpg,6
./csvs/mnist/img538.jpg,5
./csvs/mnist/img539.jpg,1
./csvs/mnist/img540.jpg,8
./csvs/mnist/img541.jpg,3
./csvs/mnist/img542.jpg,4
./csvs/mnist/img543.jpg,0
./csvs/mnist/img544.jpg,5
./csvs/mnist/img545.jpg,5
./csvs/mnist/img546.jpg,8
./csvs/mnist/img547.jpg,3
./csvs/mnist/img548.jpg,6
./csvs/mnist/img549.jpg,2
./csvs/mnist/img550.jpg,3
./csvs/mnist/img551.jpg,9
./csvs/mnist/img552.jpg,2
./csvs/mnist/img553.jpg,1
./csvs/mnist/img554.jpg,1
./csvs/mnist/img555.jpg,5
./csvs/mnist/img556.jpg,2
./csvs/mnist/img557.jpg,1
./csvs/mnist/img558.jpg,3
./csvs/mnist/img559.jpg,2
./csvs/mnist/img560.jpg,8
./csvs/mnist/img561.jpg,7
./csvs/mnist/img562.jpg,3
./csvs/mnist/img563.jpg,7
./csvs/mnist/img564.jpg,2
./csvs/mnist/img565.jpg,4
./csvs/mnist/img566.jpg,6
./csvs/mnist/img567.jpg,9
./csvs/mnist/img568.jpg,7
./csvs/mnist/img569.jpg,2
./csvs/mnist/img570.jpg,4
./csvs/mnist/img571.jpg,2
./csvs/mnist/img572.jpg,8
./csvs/mnist/img573.jpg,1
./csvs/mnist/img574.jpg,1
./csvs/mnist/img575.jpg,3
./csvs/mnist/img576.jpg,8
./csvs/mnist/img577.jpg,4
./csvs/mnist/img578.jpg,0
./csvs/mnist/img579.jpg,6
./csvs/mnist/img580.jpg,5
./csvs/mnist/img581.jpg,9
./csvs/mnist/img582.jpg,3
./csvs/mnist/img583.jpg,0
./csvs/mnist/img584.jpg,9
./csvs/mnist/img585.jpg,2
./csvs/mnist/img586.jpg,4
./csvs/mnist/img587.jpg,7
./csvs/mnist/img588.jpg,1
./csvs/mnist/img589.jpg,2
./csvs/mnist/img590.jpg,9
./csvs/mnist/img591.jpg,4
./csvs/mnist/img592.jpg,2
./csvs/mnist/img593.jpg,6
./csvs/mnist/img594.jpg,1
./csvs/mnist/img595.jpg,8
./csvs/mnist/img596.jpg,9
./csvs/mnist/img597.jpg,0
./csvs/mnist/img598.jpg,6
./csvs/mnist/img599.jpg,6
./csvs/mnist/img600.jpg,7
./csvs/mnist/img601.jpg,9
./csvs/mnist/img602.jpg,9
./csvs/mnist/img603.jpg,8
./csvs/mnist/img604.jpg,0
./csvs/mnist/img605.jpg,1
./csvs/mnist/img606.jpg,4
./csvs/mnist/img607.jpg,4
./csvs/mnist/img608.jpg,6
./csvs/mnist/img609.jpg,7
./csvs/mnist/img610.jpg,1
./csvs/mnist/img611.jpg,5
./csvs/mnist/img612.jpg,7
./csvs/mnist/img613.jpg,0
./csvs/mnist/img614.jpg,3
./csvs/mnist/img615.jpg,5
./csvs/mnist/img616.jpg,8
./csvs/mnist/img617.jpg,4
./csvs/mnist/img618.jpg,7
./csvs/mnist/img619.jpg,1
./csvs/mnist/img620.jpg,2
./csvs/mnist/img621.jpg,5
./csvs/mnist/img622.jpg,9
./csvs/mnist/img623.jpg,5
./csvs/mnist/img624.jpg,6
./csvs/mnist/img625.jpg,7
./csvs/mnist/img626.jpg,5
./csvs/mnist/img627.jpg,9
./csvs/mnist/img628.jpg,8
./csvs/mnist/img629.jpg,8
./csvs/mnist/img630.jpg,3
./csvs/mnist/img631.jpg,6
./csvs/mnist/img632.jpg,9
./csvs/mnist/img633.jpg,7
./csvs/mnist/img634.jpg,0
./csvs/mnist/img635.jpg,7
./csvs/mnist/img636.jpg,5
./csvs/mnist/img637.jpg,7
./csvs/mnist/img638.jpg,1
./csvs/mnist/img639.jpg,1
./csvs/mnist/img640.jpg,0
./csvs/mnist/img641.jpg,7
./csvs/mnist/img642.jpg,9
./csvs/mnist/img643.jpg,2
./csvs/mnist/img644.jpg,3
./csvs/mnist/img645.jpg,7
./csvs/mnist/img646.jpg,3
./csvs/mnist/img647.jpg,2
./csvs/mnist/img648.jpg,4
./csvs/mnist/img649.jpg,1
./csvs/mnist/img650.jpg,6
./csvs/mnist/img651.jpg,2
./csvs/mnist/img652.jpg,7
./csvs/mnist/img653.jpg,5
./csvs/mnist/img654.jpg,5
./csvs/mnist/img655.jpg,7
./csvs/mnist/img656.jpg,4
./csvs/mnist/img657.jpg,0
./csvs/mnist/img658.jpg,2
./csvs/mnist/img659.jpg,6
./csvs/mnist/img660.jpg,3
./csvs/mnist/img661.jpg,6
./csvs/mnist/img662.jpg,4
./csvs/mnist/img663.jpg,0
./csvs/mnist/img664.jpg,4
./csvs/mnist/img665.jpg,2
./csvs/mnist/img666.jpg,6
./csvs/mnist/img667.jpg,0
./csvs/mnist/img668.jpg,0
./csvs/mnist/img669.jpg,0
./csvs/mnist/img670.jpg,0
./csvs/mnist/img671.jpg,3
./csvs/mnist/img672.jpg,1
./csvs/mnist/img673.jpg,6
./csvs/mnist/img674.jpg,2
./csvs/mnist/img675.jpg,2
./csvs/mnist/img676.jpg,3
./csvs/mnist/img677.jpg,1
./csvs/mnist/img678.jpg,4
./csvs/mnist/img679.jpg,1
./csvs/mnist/img680.jpg,5
./csvs/mnist/img681.jpg,4
./csvs/mnist/img682.jpg,6
./csvs/mnist/img683.jpg,4
./csvs/mnist/img684.jpg,7
./csvs/mnist/img685.jpg,2
./csvs/mnist/img686.jpg,8
./csvs/mnist/img687.jpg,7
./csvs/mnist/img688.jpg,9
./csvs/mnist/img689.jpg,2
./csvs/mnist/img690.jpg,0
./csvs/mnist/img691.jpg,5
./csvs/mnist/img692.jpg,1
./csvs/mnist/img693.jpg,4
./csvs/mnist/img694.jpg,2
./csvs/mnist/img695.jpg,8
./csvs/mnist/img696.jpg,3
./csvs/mnist/img697.jpg,2
./csvs/mnist/img698.jpg,4
./csvs/mnist/img699.jpg,1
./csvs/mnist/img700.jpg,5
./csvs/mnist/img701.jpg,4
./csvs/mnist/img702.jpg,6
./csvs/mnist/img703.jpg,0
./csvs/mnist/img704.jpg,7
./csvs/mnist/img705.jpg,9
./csvs/mnist/img706.jpg,8
./csvs/mnist/img707.jpg,4
./csvs/mnist/img708.jpg,9
./csvs/mnist/img709.jpg,8
./csvs/mnist/img710.jpg,0
./csvs/mnist/img711.jpg,1
./csvs/mnist/img712.jpg,1
./csvs/mnist/img713.jpg,0
./csvs/mnist/img714.jpg,2
./csvs/mnist/img715.jpg,2
./csvs/mnist/img716.jpg,3
./csvs/mnist/img717.jpg,2
./csvs/mnist/img718.jpg,4
./csvs/mnist/img719.jpg,4
./csvs/mnist/img720.jpg,5
./csvs/mnist/img721.jpg,8
./csvs/mnist/img722.jpg,6
./csvs/mnist/img723.jpg,5
./csvs/mnist/img724.jpg,7
./csvs/mnist/img725.jpg,7
./csvs/mnist/img726.jpg,8
./csvs/mnist/img727.jpg,8
./csvs/mnist/img728.jpg,9
./csvs/mnist/img729.jpg,7
./csvs/mnist/img730.jpg,4
./csvs/mnist/img731.jpg,7
./csvs/mnist/img732.jpg,3
./csvs/mnist/img733.jpg,2
./csvs/mnist/img734.jpg,0
./csvs/mnist/img735.jpg,8
./csvs/mnist/img736.jpg,6
./csvs/mnist/img737.jpg,8
./csvs/mnist/img738.jpg,6
./csvs/mnist/img739.jpg,1
./csvs/mnist/img740.jpg,6
./csvs/mnist/img741.jpg,8
./csvs/mnist/img742.jpg,9
./csvs/mnist/img743.jpg,4
./csvs/mnist/img744.jpg,0
./csvs/mnist/img745.jpg,9
./csvs/mnist/img746.jpg,0
./csvs/mnist/img747.jpg,4
./csvs/mnist/img748.jpg,1
./csvs/mnist/img749.jpg,5
./csvs/mnist/img750.jpg,4
./csvs/mnist/img751.jpg,7
./csvs/mnist/img752.jpg,5
./csvs/mnist/img753.jpg,3
./csvs/mnist/img754.jpg,7
./csvs/mnist/img755.jpg,4
./csvs/mnist/img756.jpg,9
./csvs/mnist/img757.jpg,8
./csvs/mnist/img758.jpg,5
./csvs/mnist/img759.jpg,8
./csvs/mnist/img760.jpg,6
./csvs/mnist/img761.jpg,3
./csvs/mnist/img762.jpg,8
./csvs/mnist/img763.jpg,6
./csvs/mnist/img764.jpg,9
./csvs/mnist/img765.jpg,9
./csvs/mnist/img766.jpg,1
./csvs/mnist/img767.jpg,8
./csvs/mnist/img768.jpg,3
./csvs/mnist/img769.jpg,5
./csvs/mnist/img770.jpg,8
./csvs/mnist/img771.jpg,6
./csvs/mnist/img772.jpg,5
./csvs/mnist/img773.jpg,9
./csvs/mnist/img774.jpg,7
./csvs/mnist/img775.jpg,2
./csvs/mnist/img776.jpg,5
./csvs/mnist/img777.jpg,0
